platform,date,title,location,contact
http://everycarshow.com/events/,"Thu, November 7th @ 4:00 pm",The Shell Factory Cruise In,"Braum’s,2787 N. Tamiami Trail
North Fort Myers, FL 33903",
http://everycarshow.com/events/,"Thu, November 7th @ 4:00 pm",Braum’s Cruze,"Quaker Stake and Lube,701 S. Main St.
Sapulpa, OK 74066",
http://everycarshow.com/events/,"Thu, November 7th @ 4:00 pm",Larry’s Car Show,"Sidelines Sports Bar,10400 49th St. North
Clearwater, FL",
http://everycarshow.com/events/,"Thu, November 7th @ 5:00 pm",Time Machines Car Club of Surprise Cruise,"Denny’s, Pryor, OK,4060 13th Street
St. Cloud, FL 34769",
http://everycarshow.com/events/,"Thu, November 7th @ 5:00 pm",Old Town Thursday Bike Night,"Hardee’s, Weeki Wachee,385 Mid America Dr.
Pryor, OK 74361",
http://everycarshow.com/events/,"Thu, November 7th @ 5:00 pm",St Cloud Cruise In,"Sonic Drive-In Yucca Valley,6292 Commercial Way
Weeki Wachee, FL",
http://everycarshow.com/events/,"Thu, November 7th @ 5:00 pm",Denny’s Weekly Cruise In,"20000 Maricopa Road,58145 Highway 62
Yucca Valley, CA",
http://everycarshow.com/events/,"Thu, November 7th @ 5:00 pm",Hardee’s Cruise,"Eddie’s Restaurant, Boise,20000 Maricopa Road
Chandler, AZ 85226",
http://everycarshow.com/events/,"Thu, November 7th @ 7:30 pm",Sonic Thursdays,"Old Town,7067 W. Overland Rd.
Boise, ID 83709",
http://everycarshow.com/events/,"Fri, November 8th",Pontiac Heaven Weekend – Nov. 8-10,"AACA Museum,5770 West Irlo Bronson Memorial Highway
Kissimmee, FL 34746",
http://everycarshow.com/events/,"Fri, November 8th @ 4:00 am",Bob’s Classic Car Show,"Basha’s Parking Lot,161 Museum Drive
Hershey, PA 17033",
http://everycarshow.com/events/,"Fri, November 8th @ 6:30 am",Idaho Chariots Breakfast & Coffee,"Volusia Regional S.C.,10715 E. Apache Trail
Apache Junction, AZ",
http://everycarshow.com/events/,"Fri, November 8th @ 8:00 am",Old Town Wednesday Night Car Show,"McDonald’s, Palm Springs, FL,2701 South Woodland Blvd.
Deland, FL 32720",
http://everycarshow.com/events/,"Fri, November 8th @ 9:00 am",AACA Museum FROM ROADS TO RAILS Custom Model Train Display,"Buena Park Elks Lodge,3015 West Forest Hill Blvd.
Palm Springs, FL",
http://everycarshow.com/events/,"Fri, November 8th @ 9:00 am",AACA Museum Route 66 Exhibit,"Bob’s Big Boy Northridge, CA,7212 Melrose St.
Buena Park, CA 90621",
http://everycarshow.com/events/,"Fri, November 8th @ 3:00 pm",Cruise at Bashas,"Historic Main Street,8876 Corbin Ave
Northridge, CA",
http://everycarshow.com/events/,"Fri, November 8th @ 4:00 pm",Old Town Muscle Car Cruise Night 1964-Present,"Tom Sawyer Country Restaurant,Main Street
Garden Grove, CA 92840",
http://everycarshow.com/events/,"Fri, November 8th @ 4:00 pm",Deland Friday Night Cruise,"Dairy Queen, Slidell,3208 Forest Hill Blvd.
Palm Springs, FL 33406",
http://everycarshow.com/events/,"Fri, November 8th @ 4:00 pm",Classic Cars and Bike Show,"Burger King – Target Plaza,1130 Gause Blvd.
Slidell, LA",
http://everycarshow.com/events/,"Fri, November 8th @ 4:00 pm",Gary’s Classic Car Fridays,"Tuxie’s Drive In,3590 Harden Boulevard
Lakeland, FL 33803",
http://everycarshow.com/events/,"Fri, November 8th @ 4:00 pm",Bob’s Big Boy Northridge Cruise Night,"Old Town,6030 Magnolia Ave.
Riverside, CA 92506",
http://everycarshow.com/events/,"Fri, November 8th @ 5:00 pm",Garden Grove Weekly Friday Cruise Night,"Wellington Trace & Greenview Shores,5770 West Irlo Bronson Memorial Highway
Kissimmee, FL 34746",
http://everycarshow.com/events/,"Fri, November 8th @ 5:00 pm",Old Town Friday Night Muscle Car Show and Cruise,"Bojangles, Huntsville, AL,Wellington Trace & Greenview Shores
Wellington, FL",
http://everycarshow.com/events/,"Fri, November 8th @ 5:00 pm",Tom Sawyer Friday Cruise In,"2317 Hickory,7049 Highway 72 W.
Huntsville, AL 35806",
http://everycarshow.com/events/,"Fri, November 8th @ 5:00 pm",Slidell 2nd Friday Cruise Night,"Alameda County Fairgrounds,2317 HIckory
Harahan, LA",
http://everycarshow.com/events/,"Fri, November 8th @ 5:00 pm",Lakeland Burger King Cruise,"Tampa Bay Downs,4501 Pleasanton Avenue
Pleasanton, CA 94566",
http://everycarshow.com/events/,"Fri, November 8th @ 5:00 pm",Tuxie’s Drive In Cruise Night,"Port Jervis to Watkins Glen,11225 Race Track Rd.
Tampa, FL 33626",
http://everycarshow.com/events/,"Fri, November 8th @ 5:00 pm",Car Corral at Old Town,"Southern Roots Smokehouse,Port Jervis, Ithaca, Watkins Glen, Binghampton, NY",
http://everycarshow.com/events/,"Fri, November 8th @ 5:30 pm",Wellington Cruise In,"Scottsdale Pavilions,1083 E Montague Ave, 1083 E Montague Ave
North Charleston, SC 29405",
http://everycarshow.com/events/,"Fri, November 8th @ 6:00 pm",2nd Friday Night Cruise-In,"Donut Derelicts, Huntington Beach,9140 E. Indian Bend Rd.
Scotsdale, AZ",
http://everycarshow.com/events/,"Fri, November 8th @ 6:00 pm",Kamp Cruise Night,"Corner of Bouquet Cyn Rd. and Vlalencia Blvd,Magnolia & Adams
Huntington Beach, CA",
http://everycarshow.com/events/,"Sat, November 9th",Goodguys 30th Autumn Get-Together – Nov 9-10,"5 & Diner,23222 Valencia Blvd.
Valencia, CA",
http://everycarshow.com/events/,"Sat, November 9th","Cigar City Concours d’Elegance, Nov. 9-10","The Avenues Mall,11340 West Bell Road
Surprise, AZ",
http://everycarshow.com/events/,"Sat, November 9th",Finger Lakes Fun Run,"Firehouse Coffee Shop,10300 Southside Blvd.
Jacksonville, FL",
http://everycarshow.com/events/,"Sat, November 9th",7th Annual Rockabillaque Classic Car & Vintage Bike Show,"Saleen HQ,2350 Miracle MIle
Bullhead City, AZ",
http://everycarshow.com/events/,"Sat, November 9th @ 4:30 am",Rock & Roll Car Show,"Monarch BAy Shopping Center,2755 Wardlow Road
Corona, CA 92882",
http://everycarshow.com/events/,"Sat, November 9th @ 6:00 am",Donut Derelicts Weekly Cruise,"Sansone Park Place S.C.,3280 Pacific Coast Highway and Crown Valley Parkway
Dana Point, CA",
http://everycarshow.com/events/,"Sat, November 9th @ 6:30 am",Hill Kats Coffee N’ Cars,"Shelby American Store and Museum,9500 S. Eastern Ave.
Las Vegas, NV 89123",
http://everycarshow.com/events/,"Sat, November 9th @ 7:00 am",5 & Diner Breakfast Cruise-In,"Coastal Coffee Roasters,6405 Ensworth St.
Las Vegas, NV 89119",
http://everycarshow.com/events/,"Sat, November 9th @ 7:00 am",Auto Addicts Cars and Coffee,"Casavana Cuban Cuisine,108 East 3rd North St.
Summerville, SC 29483",
http://everycarshow.com/events/,"Sat, November 9th @ 7:00 am",Firehouse Coffee Shop Cruise In,"Autogeek,8202 Mills Drive
Miami, FL 33183",
http://everycarshow.com/events/,"Sat, November 9th @ 7:00 am",Cars & Coffee Corona,"Kerrville VA Hospital,7744 SW Jack James Drive
Stuart, FL 34997",
http://everycarshow.com/events/,"Sat, November 9th @ 7:00 am",Monarch Bay Car Show,"Noblesville’s Historic Courthouse Square,3600 Memorial Blvd
Kerrville, TX 78028",
http://everycarshow.com/events/,"Sat, November 9th @ 7:00 am",The Car Show on Eastern,"50 Shawan Road,Allisonville Road
Noblesville, IN",
http://everycarshow.com/events/,"Sat, November 9th @ 7:00 am",Cars and Coffee Las Vegas,"Scottsdale Pavilions,50 Shawan Road
Cockeysville, MD 21030",
http://everycarshow.com/events/,"Sat, November 9th @ 7:00 am",Summerville Cars & Coffee,"D.K.’s Donuts Garden Grove,9140 E. Indian Bend Rd.
Scotsdale, AZ",
http://everycarshow.com/events/,"Sat, November 9th @ 8:00 am",Miami Cars and Coffee,"WHEELS AND MOTORS 2019,9971 Chapman Ave. at Brookhurst
Garden Grove, CA 92841",
http://everycarshow.com/events/,"Sat, November 9th @ 8:00 am",AutoGeek’s Cars and Coffee,"World of Speed Museum,9400 SW DISCOVERY WAY
PORT ST. LUCIE, FL 34987",
http://everycarshow.com/events/,"Sat, November 9th @ 8:00 am",Kerrville VA Open Car Show & Parade,"WHEELS AND MOTORS 2019,27490 SW 95th Ave.
Wilsonville, OR",
http://everycarshow.com/events/,"Sat, November 9th @ 8:00 am",Noblesville Saturday Cruise,"Krispy Kreme San Diego,9400 SW DISCOVERY WAY
PORT ST. LUCIE, FL 34987",
http://everycarshow.com/events/,"Sat, November 9th @ 8:00 am",Hunt Valley Horsepower Cruise,"Starbucks, Fort Walton Beach,4180 Clairemont Mesa Blvd.
San Diego, CA 92117",
http://everycarshow.com/events/,"Sat, November 9th @ 8:00 am",Scottsdale Pavilions Car Show,"Sunset Coffee,340 Mary Esther Boulevard
Fort Walton Beach, FL",
http://everycarshow.com/events/,"Sat, November 9th @ 8:00 am",DK’s Donuts Gathering,"Pat O’Brien Community Center,7978 S. 1300 E.
Sandy, UT",
http://everycarshow.com/events/,"Sat, November 9th @ 8:00 am",WHEELS AND MOTORS 2019,"Lamborghini Broward,8025 Waterman Rd
Sacramento, CA 95829",
http://everycarshow.com/events/,"Sat, November 9th @ 8:00 am",Portland Cars & Coffee,"Lamborghini Broward,4645 Volunteer Rd
Davie , FL 33330",
http://everycarshow.com/events/,"Sat, November 9th @ 8:00 am",WHEELS AND MOTORS 2019,"Marco Island Lutheran Church,4645 Volunteer Rd
Davie , FL 33330",
http://everycarshow.com/events/,"Sat, November 9th @ 8:30 am",Cars and Krispy Cream,"Western Antique Aeroplane & Automobile Museum,525 N. Collier Blvd.
Marco Island, FL",
http://everycarshow.com/events/,"Sat, November 9th @ 9:00 am",Emerald Coast Cars & Coffee,"Lamborghini Broward,1600 Air Museum Rd.
Hood River, OR 97031",
http://everycarshow.com/events/,"Sat, November 9th @ 9:00 am",SLC Cars and Coffee,"O’Reilly Auto Parts,4645 Volunteer Rd
Davie, FL 33330",
http://everycarshow.com/events/,"Sat, November 9th @ 9:00 am",Cars that Care Car Show,"Cars and Crusaders Car Show,4615 Highway 101
Florence, OR",
http://everycarshow.com/events/,"Sat, November 9th @ 10:00 am",Supercar Saturdays Florida @ Lamborghini Broward,"Victory Lane Cafe,700 Lansdale Ave.
Lansdale, PA 19446",
http://everycarshow.com/events/,"Sat, November 9th @ 10:00 am",Supercar Saturdays Florida @LamborghiniBroward Two Year Celebration,"Old Town,4120 Hancock Bridge Pkwy
Cape Coral, FL 33903",
http://everycarshow.com/events/,"Sat, November 9th @ 10:00 am",Marco Island Car Cruise,"Old Town,5770 West Irlo Bronson Memorial Highway
Kissimmee, FL 34746",
http://everycarshow.com/events/,"Sat, November 9th @ 10:00 am",WAAM Second Saturday Family Fun,"McDonald’s Scottsdale,5770 West Irlo Bronson Memorial Highway
Kissimmee, FL 34746",
http://everycarshow.com/events/,"Sat, November 9th @ 10:00 am",Supercar Saturdays Florida @LamborghiniBroward 5/11/19,"Hammond Mall,9140 East Indian Bend Road
Scottsdale, AZ 85250",
http://everycarshow.com/events/,"Sat, November 9th @ 10:00 am",Rhody Cruisers Florence Cars & Coffee,"Sonic Drive-In Goose Creek,411 Palace Drive
Hammond, LA 70403",
http://everycarshow.com/events/,"Sat, November 9th @ 11:00 am",Cars and Crusaders Car Show,"Ron’s Hamburgers,660 College Park Rd.
Goose Creek, SC",
http://everycarshow.com/events/,"Sat, November 9th @ 12:00 pm",Car Show 11/9/19- FGCU Students Hosted Charity Car Show to Benefit Veterans,"Virginia College,233 Adams Road
Sand Springs, OK",
http://everycarshow.com/events/,"Sat, November 9th @ 1:00 pm",Old Town Saturday Nite Classic Car Show & Cruise,"Hooters, Gretna,312 East 9 Mile Road
Pensacola, FL 32514",
http://everycarshow.com/events/,"Sat, November 9th @ 2:00 pm",Car Corral at Old Town,"4:30 Boardroom Bar,2781 Belle Chasse
Gretna, LA",
http://everycarshow.com/events/,"Sat, November 9th @ 4:30 pm",Rock and Roll Car and Bike Show,"Tijuana Taxi Co., Deeffield,3343 NE 32nd Street
Ft. Lauderdale, FL 33308",
http://everycarshow.com/events/,"Sat, November 9th @ 5:00 pm",Mixteca Cruise Night,"Western Bagel (behind bank/corner bakery),1015 S. Federal Hwy
Deerfield Beach, FL 33441",
http://everycarshow.com/events/,"Sat, November 9th @ 5:00 pm",Hammond Mall Monthly Display,"Donut Star, Woodview Plaza Chino HIlls,19500 Plummer Street at Shirlley Ave.
Northridge, CA",
http://everycarshow.com/events/,"Sat, November 9th @ 5:00 pm",Goose Creek Sonic Cruise IN,"Malibu Bluffs Park,4195 Chino Hills Parkway
Chino HIlls, CA 91709",
http://everycarshow.com/events/,"Sat, November 9th @ 5:00 pm",Ron’s Hamburger Cruise Night,"Sambalatte,24250 Pacific Coast Highway
Malibu, CA 90265",
http://everycarshow.com/events/,"Sat, November 9th @ 5:00 pm",Show N Shine Cruise In,"Pacific City,750 S. Rampart Blvd.
Las Vegas, NV 89145",
http://everycarshow.com/events/,"Sat, November 9th @ 6:30 pm",Pink Ladies Cruise Night,"Glory Days Sports Grill, Lakewood,21010 Pacific Coast Highway
Huntington Beach, CA 92648",
http://everycarshow.com/events/,"Sat, November 9th @ 8:00 pm",Boardroom’s Cruise In,"Via Dolce Coffee House,4132 Woodruff
Lakewood, CA",
http://everycarshow.com/events/,"Sun, November 10th @ 5:00 am",Tijuana Taxi Deerfield Cruise In,"Treasure Shack & Casa Jimenez,29050 S. Western Ave.
Rancho Palos Verdes, CA 90275",
http://everycarshow.com/events/,"Sun, November 10th @ 6:00 am",Classic Cars & Coffee (Pre-1980 Classics),"Bosscat Kitchen and Libations,26760 Jefferson Ave.
Murrieta, CA 92562",
http://everycarshow.com/events/,"Sun, November 10th @ 7:00 am",Million Dollar Breakfast Club by the Ocean – Every Sunday,",4647 Macarthur Blvd.
Newport Beach, CA",
http://everycarshow.com/events/,"Sun, November 10th @ 7:00 am",Balboa Car Show,",undefined",
http://everycarshow.com/events/,"Sun, November 10th @ 7:00 am",Cars & Coffee in Chino Hills,",undefined",
http://everycarshow.com/events/,"Sun, November 10th @ 7:00 am",Malibu Cars and Coffee,",undefined",
http://everycarshow.com/events/,"Sun, November 10th @ 7:00 am",Espresso & Exotics,",undefined",
http://everycarshow.com/events/,"Sun, November 10th @ 7:30 am",Cars & Coffee Huntington Beach at Pacific City,",undefined",
http://everycarshow.com/events/,"Sun, November 10th @ 8:00 am",Hot Cakes and Hot Rods,",undefined",
http://everycarshow.com/events/,"Sun, November 10th @ 8:00 am",Coffee Run,",undefined",
http://everycarshow.com/events/,"Sun, November 10th @ 8:00 am",Fiesta Plaza Cruise,",undefined",
http://everycarshow.com/events/,"Sun, November 10th @ 8:00 am",Pitstop Sunday,",undefined",
http://everycarshow.com/events/,"Thu, November 7th",2019 SEMA Show – Nov. 5-8,"EVENT INFORMATION ,3150 Paradise Road
Las Vegas, NV 89102",
http://everycarshow.com/events/,"Thu, November 7th",GAA Classic Cars: November 2019,"A&W Root Beer,301 Norwalk St
Greensboro, NC 27407",
http://everycarshow.com/events/,"Thu, November 7th @ 3:30 am",Rhody Cruisers Monthly Cruise In,"Brook and Ball Roads,Highway 101
Florence, OR",
http://everycarshow.com/events/,"Thu, November 7th @ 4:00 am",Angelo’s Anaheim Car Show,"Hwy 55, Port St. Lucie,Brook and Ball Roads
Anaheim, CA",
http://everycarshow.com/events/,"Thu, November 7th @ 5:30 am",Hwy 55 Burgers & Fries Cruise,"Spanx Hog BBQ,4007 SW Port St Lucie Blvd,
Port St. Lucie, FL",
http://everycarshow.com/events/,"Thu, November 7th @ 6:00 am",Spanx Cruise In,"In-N-Out Burger, Torrance, CA,147 Cypress road
Pompano Beach, FL 33060",
http://everycarshow.com/events/,"Thu, November 7th @ 6:00 am",Torrance Cruise Night,"Hardee’s, Lake City, FL,20150 Hawthorne Blvd
Torrance, CA",
http://everycarshow.com/events/,"Thu, November 7th @ 8:00 am",Hardee’s Cruise In,"Angelo’s,2609 W. US Hwy 90
Lake City, FL",
http://everycarshow.com/events/,"Thu, November 7th @ 8:00 am",Thursday Cruise Night,"AACA Museum,2235 1/2 Ball Rd.
Anaheim, CA",
http://everycarshow.com/events/,"Thu, November 7th @ 9:00 am",AACA Museum Tucker Automobiles: The Cammack Collection,"The Shell Factory Cruise In,161 Museum Dr
Hershey, PA 17033",
http://everycarshow.com/events/,"Thu, November 7th @ 4:00 pm",The Shell Factory Cruise In,"Braum’s,2787 N. Tamiami Trail
North Fort Myers, FL 33903",
http://everycarshow.com/events/,"Thu, November 7th @ 4:00 pm",Braum’s Cruze,"Quaker Stake and Lube,701 S. Main St.
Sapulpa, OK 74066",
http://everycarshow.com/events/,"Thu, November 7th @ 4:00 pm",Larry’s Car Show,"Sidelines Sports Bar,10400 49th St. North
Clearwater, FL",
http://everycarshow.com/events/,"Thu, November 7th @ 5:00 pm",Time Machines Car Club of Surprise Cruise,"Denny’s, Pryor, OK,4060 13th Street
St. Cloud, FL 34769",
http://everycarshow.com/events/,"Thu, November 7th @ 5:00 pm",Old Town Thursday Bike Night,"Hardee’s, Weeki Wachee,385 Mid America Dr.
Pryor, OK 74361",
http://everycarshow.com/events/,"Thu, November 7th @ 5:00 pm",St Cloud Cruise In,"Sonic Drive-In Yucca Valley,6292 Commercial Way
Weeki Wachee, FL",
http://everycarshow.com/events/,"Thu, November 7th @ 5:00 pm",Denny’s Weekly Cruise In,"20000 Maricopa Road,58145 Highway 62
Yucca Valley, CA",
http://everycarshow.com/events/,"Thu, November 7th @ 5:00 pm",Hardee’s Cruise,"Eddie’s Restaurant, Boise,20000 Maricopa Road
Chandler, AZ 85226",
http://everycarshow.com/events/,"Thu, November 7th @ 7:30 pm",Sonic Thursdays,"Old Town,7067 W. Overland Rd.
Boise, ID 83709",
http://everycarshow.com/events/,"Fri, November 8th",Pontiac Heaven Weekend – Nov. 8-10,"AACA Museum,5770 West Irlo Bronson Memorial Highway
Kissimmee, FL 34746",
http://everycarshow.com/events/,"Fri, November 8th @ 4:00 am",Bob’s Classic Car Show,"Basha’s Parking Lot,161 Museum Drive
Hershey, PA 17033",
http://everycarshow.com/events/,"Fri, November 8th @ 6:30 am",Idaho Chariots Breakfast & Coffee,"Volusia Regional S.C.,10715 E. Apache Trail
Apache Junction, AZ",
http://everycarshow.com/events/,"Fri, November 8th @ 8:00 am",Old Town Wednesday Night Car Show,"McDonald’s, Palm Springs, FL,2701 South Woodland Blvd.
Deland, FL 32720",
http://everycarshow.com/events/,"Fri, November 8th @ 9:00 am",AACA Museum FROM ROADS TO RAILS Custom Model Train Display,"Buena Park Elks Lodge,3015 West Forest Hill Blvd.
Palm Springs, FL",
http://everycarshow.com/events/,"Fri, November 8th @ 9:00 am",AACA Museum Route 66 Exhibit,"Bob’s Big Boy Northridge, CA,7212 Melrose St.
Buena Park, CA 90621",
http://everycarshow.com/events/,"Fri, November 8th @ 3:00 pm",Cruise at Bashas,"Historic Main Street,8876 Corbin Ave
Northridge, CA",
http://everycarshow.com/events/,"Fri, November 8th @ 4:00 pm",Old Town Muscle Car Cruise Night 1964-Present,"Tom Sawyer Country Restaurant,Main Street
Garden Grove, CA 92840",
http://everycarshow.com/events/,"Fri, November 8th @ 4:00 pm",Deland Friday Night Cruise,"Dairy Queen, Slidell,3208 Forest Hill Blvd.
Palm Springs, FL 33406",
